ID_Estudiante,Universidad,Edad,Sexo,Semestre,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,A1_Interrupcion,A2_Desaprobados,A3_Retirados,A4,L2_Inactividad,Calidad_Percibida,Flag_Inconsistencia,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Riesgo_Total,BC1,BC2,BC3,BC4,BT1,BT2,BT3,BT4,BP1,BP2,BP3,BP4
STU_0178,UNMSM,22,Masculino,6to,4,3,3,4,4,4,4,4,5,4,4,3,4,4,5,5,5,4,3,4,4,4,3,4,3,4,3,3,3,4,No,En dos o más cursos,"Sí, en un curso",3,Frecuentemente,1,False,3.9,4.1,3.5,3.8333333333333335,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0179,UNFV,22,Masculino,6to,2,3,2,3,3,3,2,2,3,3,2,3,3,4,2,3,3,3,2,3,3,2,2,3,2,3,3,3,3,2,Sí,En un curso,"Sí, en un curso",3,Algunas veces,2,False,2.6,2.8,2.6,2.6666666666666665,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0180,UNMSM,18,Femenino,8vo,4,3,4,3,3,4,5,4,4,5,4,4,5,3,5,3,5,4,4,4,4,4,4,5,5,4,4,4,4,4,No,En un curso,"Sí, en un curso",3,Rara vez,3,False,3.9,4.1,4.2,4.066666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0181,UNMSM,17,Femenino,5to,3,2,2,3,3,2,2,2,3,2,1,2,3,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,3,3,No,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,3,False,2.4,1.6,2.3,2.1,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0182,UNMSM,23,Masculino,6to,3,3,3,3,4,3,3,3,3,2,2,3,3,2,3,2,4,2,3,2,3,3,3,2,2,2,2,3,2,3,No,En un curso,"Sí, en un curso",3,Algunas veces,3,False,3.0,2.6,2.5,2.7,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0183,UNFV,21,Masculino,8vo,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,2,4,2,4,3,2,3,2,3,2,2,2,2,2,3,No,En un curso,"Sí, en un curso",3,Algunas veces,4,False,3.0,3.0,2.3,2.7666666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0184,UNFV,19,Femenino,5to,5,4,5,4,4,4,5,5,4,4,4,4,4,4,3,3,4,3,4,4,2,3,3,4,3,3,4,4,3,3,No,Nunca,No,5,Nunca,3,False,4.4,3.7,3.2,3.7666666666666666,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0185,UNMSM,24,Masculino,6to,3,3,3,2,3,3,3,2,3,3,3,2,3,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,2,No,En un curso,"Sí, en un curso",2,Algunas veces,3,False,2.8,2.6,2.8,2.7333333333333334,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0186,UNI,21,Masculino,6to,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,3,3,2,3,2,3,2,2,2,2,2,2,2,4,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,3,False,2.0,2.6,2.3,2.3,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0187,UNFV,23,Femenino,5to,4,3,3,3,4,4,3,4,3,4,1,2,2,3,2,2,2,2,2,1,3,3,3,3,3,4,3,4,3,4,No,Nunca,No,4,Nunca,3,False,3.5,1.9,3.3,2.9,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0188,UNI,21,Masculino,5to,3,3,2,3,2,2,3,2,1,3,2,2,2,3,2,2,2,1,2,4,2,2,2,2,2,3,3,2,3,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Algunas veces,3,False,2.4,2.2,2.3,2.3,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0189,UNI,25,Masculino,5to,2,3,4,2,3,3,3,3,3,2,3,3,2,2,2,3,3,2,3,3,2,3,2,2,2,2,2,3,2,2,No,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,3,False,2.8,2.6,2.2,2.533333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0190,UNMSM,24,Masculino,6to,3,3,3,3,3,4,2,2,3,3,3,2,3,1,2,2,2,2,3,3,3,2,2,3,2,2,2,2,1,2,No,En un curso,"Sí, en un curso",3,Algunas veces,3,False,2.9,2.3,2.1,2.433333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0191,UNMSM,20,Femenino,6to,3,3,3,3,3,2,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,4,4,3,3,3,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,1,False,3.0,3.2,3.3,3.1666666666666665,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0192,UNFV,22,Femenino,8vo,3,3,3,3,3,2,3,3,2,2,4,3,3,3,4,3,3,3,4,4,3,4,4,4,3,3,4,4,4,3,No,Nunca,"Sí, en un curso",4,Nunca,2,False,2.7,3.4,3.6,3.2333333333333334,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0193,UNFV,22,Femenino,7mo,3,3,2,3,3,3,3,2,4,3,4,4,3,3,3,3,2,2,4,3,3,3,3,2,3,2,3,2,3,3,Sí,En un curso,"Sí, en más de una ocasión",2,Frecuentemente,1,False,2.9,3.1,2.7,2.9,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0194,UNI,23,Masculino,5to,3,2,3,2,3,3,2,2,3,2,2,2,1,2,2,2,2,2,3,3,3,3,2,2,2,3,2,2,2,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,4,False,2.5,2.1,2.3,2.3,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0195,UNMSM,19,Masculino,6to,2,2,2,3,1,2,1,2,1,2,3,4,3,4,4,2,4,3,5,4,4,4,3,4,4,4,5,3,4,3,No,En dos o más cursos,"Sí, en un curso",3,Algunas veces,2,False,1.8,3.6,3.8,3.066666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0196,UNMSM,22,Femenino,6to,4,4,5,5,5,5,4,5,5,4,4,4,5,5,4,4,4,5,4,4,4,4,5,4,5,4,4,4,4,4,No,Nunca,No,5,Nunca,4,False,4.6,4.3,4.2,4.366666666666666,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0197,UNI,23,Masculino,5to,3,3,3,2,3,3,2,3,3,3,2,2,3,2,2,1,2,1,3,2,2,3,3,2,2,3,2,2,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Algunas veces,2,False,2.8,2.0,2.5,2.433333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0198,UNFV,17,Masculino,7mo,4,3,4,3,4,3,3,3,3,4,5,3,3,4,4,4,3,3,4,4,5,4,5,4,4,5,5,5,4,5,No,Nunca,No,5,Nunca,5,False,3.4,3.7,4.6,3.9,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0199,UNFV,18,Masculino,5to,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,2,2,2,2,3,4,4,4,3,4,5,4,4,4,4,Sí,En un curso,"Sí, en un curso",2,Algunas veces,3,False,2.7,2.5,4.0,3.066666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0200,UNI,16,Masculino,7mo,3,2,2,2,2,1,2,3,2,1,3,3,3,3,3,3,3,3,3,4,2,3,2,3,2,2,3,2,3,3,No,En un curso,"Sí, en un curso",2,Rara vez,3,False,2.0,3.1,2.5,2.533333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0201,UNI,20,Masculino,6to,2,2,3,3,3,2,2,2,2,2,3,3,2,4,3,2,3,3,3,3,5,4,3,3,3,3,4,4,3,3,No,Nunca,"Sí, en un curso",4,Nunca,4,False,2.3,2.9,3.5,2.9,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0202,UNMSM,22,Femenino,7mo,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,4,3,2,3,3,2,3,2,3,3,2,3,3,2,3,No,Nunca,"Sí, en un curso",4,Rara vez,2,False,2.0,2.9,2.6,2.5,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0203,UNMSM,24,Masculino,8vo,2,3,3,3,2,2,3,2,3,2,4,3,4,4,3,4,3,4,3,2,3,3,3,4,4,3,4,3,3,2,No,En un curso,"Sí, en más de una ocasión",2,Frecuentemente,1,False,2.5,3.4,3.2,3.033333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0204,UNFV,21,Femenino,6to,3,2,2,3,2,1,2,2,3,2,3,2,3,2,3,2,3,3,2,3,3,3,4,2,3,3,3,4,2,3,No,Nunca,"Sí, en un curso",4,Rara vez,2,False,2.2,2.6,3.0,2.6,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0205,UNI,24,Masculino,8vo,4,3,2,3,3,2,4,3,3,3,2,2,2,1,2,2,3,2,2,2,3,3,2,1,2,2,3,2,2,2,Sí,En un curso,"Sí, en más de una ocasión",1,Frecuentemente,2,False,3.0,2.0,2.2,2.4,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0206,UNMSM,18,Femenino,5to,2,2,2,3,3,3,3,3,3,3,4,5,4,4,4,4,4,5,4,4,3,3,4,3,4,4,4,3,4,4,No,Nunca,No,5,Nunca,5,False,2.7,4.2,3.6,3.5,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0207,UNMSM,17,Masculino,5to,4,4,4,5,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,5,4,No,Nunca,No,4,Nunca,3,False,4.2,4.9,4.4,4.5,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0208,UNI,20,Femenino,5to,2,2,2,2,2,3,2,3,2,1,3,3,3,3,3,3,2,2,3,2,2,2,2,2,1,2,2,1,2,1,No,Nunca,"Sí, en un curso",4,Rara vez,2,False,2.1,2.7,1.7,2.1666666666666665,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0209,UNMSM,21,Masculino,7mo,3,2,3,2,4,3,3,3,2,3,3,3,3,3,3,4,3,2,3,3,3,3,4,3,4,3,3,3,3,3,No,Nunca,"Sí, en un curso",3,Nunca,4,False,2.8,3.0,3.2,3.0,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0210,UNMSM,20,Femenino,6to,4,3,4,4,4,4,4,4,4,4,4,5,3,3,3,3,4,4,3,4,2,3,4,4,4,2,3,3,2,3,No,En un curso,No,3,Nunca,3,False,3.9,3.6,3.0,3.5,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0211,UNI,16,Masculino,5to,3,3,2,4,4,2,4,3,4,3,3,2,3,4,2,3,4,3,3,3,3,3,3,3,3,2,3,3,4,3,No,En dos o más cursos,"Sí, en más de una ocasión",3,Algunas veces,3,False,3.2,3.0,3.0,3.066666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0212,UNI,20,Femenino,5to,2,3,3,3,3,3,3,2,3,4,3,3,3,3,2,3,3,3,3,3,2,2,2,3,2,2,2,2,3,1,No,En un curso,No,3,Rara vez,3,False,2.9,2.9,2.1,2.6333333333333333,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0213,UNI,18,Masculino,6to,3,3,2,2,3,4,3,3,3,3,3,2,4,2,3,3,2,3,3,3,3,1,3,2,2,3,2,2,3,2,No,Nunca,"Sí, en un curso",4,Nunca,3,False,2.9,2.8,2.3,2.6666666666666665,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0214,UNMSM,22,Femenino,5to,2,2,3,2,3,3,2,3,2,2,3,2,3,3,2,2,2,3,3,3,3,3,4,4,4,4,3,3,4,4,No,En dos o más cursos,"Sí, en un curso",4,Algunas veces,3,False,2.4,2.6,3.6,2.8666666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0215,UNI,21,Femenino,8vo,2,2,2,2,3,3,1,2,2,2,2,2,2,1,2,2,2,2,1,2,3,3,3,3,2,4,3,3,3,3,No,En dos o más cursos,"Sí, en un curso",3,Algunas veces,3,False,2.1,1.8,3.0,2.3,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0216,UNMSM,19,Masculino,6to,3,2,3,2,3,2,2,1,2,2,3,3,2,2,3,2,2,2,2,2,3,3,4,3,3,2,3,4,4,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,1,False,2.2,2.3,3.2,2.566666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0217,UNMSM,19,Masculino,6to,2,3,2,4,3,4,3,3,2,2,3,3,3,3,3,3,3,4,2,3,3,2,4,3,3,4,3,3,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Algunas veces,3,False,2.8,3.0,3.1,2.966666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0218,UNI,18,Femenino,6to,4,3,4,3,3,4,3,4,4,3,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,No,Nunca,No,5,Nunca,3,False,3.5,4.8,4.9,4.4,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0219,UNI,20,Masculino,8vo,3,3,4,3,3,4,3,3,2,4,4,5,3,4,4,3,3,3,5,4,4,4,3,4,4,3,3,4,3,3,No,Nunca,No,5,Nunca,4,False,3.2,3.8,3.5,3.5,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0220,UNFV,22,Femenino,6to,3,3,4,4,4,4,4,4,3,3,2,2,3,2,3,3,2,2,2,4,3,3,2,2,2,2,3,3,2,3,No,En un curso,"Sí, en un curso",2,Algunas veces,1,False,3.6,2.5,2.5,2.8666666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0221,UNI,19,Femenino,8vo,5,4,4,5,5,3,4,4,5,4,2,3,3,4,3,3,3,4,3,4,4,5,4,4,4,5,5,5,4,5,No,Nunca,No,5,Nunca,5,False,4.3,3.2,4.5,4.0,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0222,UNI,22,Femenino,6to,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,3,4,4,4,3,3,4,3,3,3,3,3,No,Nunca,No,4,Nunca,3,False,3.6,3.4,3.3,3.433333333333333,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
